SourceFile,BookingReference,CreatedDate,Reference,AttendeeStatus
MSE21,B942638,2021-02-16,A1010574,Attending
MSE21,B942695,2021-02-16,A1010631,Attending
MSE21,B942791,2021-02-16,A1010727,Attending
MSE21,B942804,2021-02-16,A1010740,Attending
MSE21,B942915,2021-02-17,A1010851,Attending
MSE21,B942953,2021-02-17,A1010889,Attending
MSE21,B942984,2021-02-17,A1010920,Attending
MSE21,B943006,2021-02-17,A1010942,Attending
MSE21,B943075,2021-02-17,A1011012,Attending
MSE21,B943138,2021-02-17,A1011076,Attending
MSE21,B943143,2021-02-17,A1011081,Attending
MSE21,B943158,2021-02-17,A1011096,Attending
MSE21,B943177,2021-02-17,A1011115,Attending
MSE21,B943178,2021-02-17,A1011116,Attending
MSE21,B943249,2021-02-17,A1011187,Attending
MSE21,B943291,2021-02-17,A1011229,Attending
MSE21,B943291,2021-02-17,A1011230,Attending
MSE21,B943369,2021-02-17,A1011308,Attending
MSE21,B943377,2021-02-17,A1011316,Attending
MSE21,B943435,2021-02-17,A1011374,Attending
MSE21,B943551,2021-02-17,A1011490,Attending
MSE21,B943551,2021-02-17,A1011491,Attending
MSE21,B943656,2021-02-18,A1011596,Attending
MSE21,B943656,2021-02-18,A1011597,Attending
MSE21,B943657,2021-02-18,A1011598,Attending
MSE21,B943659,2021-02-18,A1011600,Attending
MSE21,B943721,2021-02-18,A1011662,Attending
MSE21,B943753,2021-02-18,A1011695,Attending
MSE21,B943783,2021-02-18,A1011725,Attending
MSE21,B943786,2021-02-18,A1011728,Attending
MSE21,B943791,2021-02-18,A1011733,Attending
MSE21,B943793,2021-02-18,A1011735,Attending
MSE21,B943793,2021-02-18,A1011736,Attending
MSE21,B943800,2021-02-18,A1011743,Attending
MSE21,B943801,2021-02-18,A1011744,Attending
MSE21,B943805,2021-02-18,A1011748,Attending
MSE21,B943816,2021-02-18,A1011759,Attending
MSE21,B943825,2021-02-18,A1011768,Attending
MSE21,B943827,2021-02-18,A1011770,Attending
MSE21,B943830,2021-02-18,A1011773,Attending
MSE21,B943835,2021-02-18,A1011778,Attending
MSE21,B943840,2021-02-18,A1011783,Attending
MSE21,B943841,2021-02-18,A1011784,Attending
MSE21,B943842,2021-02-18,A1011785,Attending
MSE21,B943844,2021-02-18,A1011787,Attending
MSE21,B943846,2021-02-18,A1011789,Attending
MSE21,B943847,2021-02-18,A1011790,Attending
MSE21,B943853,2021-02-18,A1011796,Attending
MSE21,B943855,2021-02-18,A1011798,Attending
MSE21,B943857,2021-02-18,A1011800,Attending
MSE21,B943858,2021-02-18,A1011801,Attending
MSE21,B943863,2021-02-18,A1011806,Attending
MSE21,B943866,2021-02-18,A1011809,Attending
MSE21,B943872,2021-02-18,A1011815,Attending
MSE21,B943873,2021-02-18,A1011816,Attending
MSE21,B943873,2021-02-18,A1011817,Attending
MSE21,B943873,2021-02-18,A1011818,Attending
MSE21,B943874,2021-02-18,A1011819,Attending
MSE21,B943879,2021-02-18,A1011824,Attending
MSE21,B943879,2021-02-18,A1011825,Attending
MSE21,B943881,2021-02-18,A1011827,Attending
MSE21,B943883,2021-02-18,A1011829,Attending
MSE21,B943891,2021-02-18,A1011837,Attending
MSE21,B943894,2021-02-18,A1011840,Attending
MSE21,B943896,2021-02-18,A1011842,Attending
MSE21,B943899,2021-02-18,A1011845,Attending
MSE21,B943899,2021-02-18,A1011846,Attending
MSE21,B943902,2021-02-18,A1011849,Attending
MSE21,B943906,2021-02-18,A1011853,Attending
MSE21,B943907,2021-02-18,A1011854,Attending
MSE21,B943908,2021-02-18,A1011855,Attending
MSE21,B943909,2021-02-18,A1011856,Attending
MSE21,B943910,2021-02-18,A1011857,Attending
MSE21,B943911,2021-02-18,A1011858,Attending
MSE21,B943912,2021-02-18,A1011859,Attending
MSE21,B943913,2021-02-18,A1011860,Attending
MSE21,B943916,2021-02-18,A1011863,Attending
MSE21,B943916,2021-02-18,A1011864,Cancelled
MSE21,B943917,2021-02-18,A1011865,Attending
MSE21,B943918,2021-02-18,A1011866,Attending
MSE21,B943919,2021-02-18,A1011867,Attending
MSE21,B943920,2021-02-18,A1011868,Attending
MSE21,B943922,2021-02-18,A1011870,Attending
MSE21,B943927,2021-02-18,A1011875,Attending
MSE21,B943931,2021-02-18,A1011879,Attending
MSE21,B943932,2021-02-18,A1011880,Attending
MSE21,B943934,2021-02-18,A1011882,Attending
MSE21,B943936,2021-02-18,A1011884,Attending
MSE21,B943940,2021-02-18,A1011888,Attending
MSE21,B943941,2021-02-18,A1011889,Attending
MSE21,B943944,2021-02-18,A1011892,Attending
MSE21,B943949,2021-02-18,A1011897,Attending
MSE21,B943950,2021-02-18,A1011898,Attending
MSE21,B943954,2021-02-18,A1011902,Attending
MSE21,B943960,2021-02-18,A1011908,Attending
MSE21,B943960,2021-02-18,A1011909,Attending
MSE21,B943965,2021-02-18,A1011914,Attending
MSE21,B943967,2021-02-18,A1011916,Attending
MSE21,B943968,2021-02-18,A1011917,Attending
MSE21,B943969,2021-02-18,A1011918,Attending
MSE21,B943975,2021-02-18,A1011924,Attending
MSE21,B943976,2021-02-18,A1011925,Attending
MSE21,B943978,2021-02-18,A1011927,Attending
MSE21,B943979,2021-02-18,A1011928,Attending
MSE21,B943983,2021-02-18,A1011932,Attending
MSE21,B943984,2021-02-18,A1011933,Attending
MSE21,B943986,2021-02-18,A1011935,Attending
MSE21,B943989,2021-02-18,A1011938,Attending
MSE21,B943990,2021-02-18,A1011939,Attending
MSE21,B943994,2021-02-18,A1011943,Attending
MSE21,B943998,2021-02-18,A1011947,Attending
MSE21,B944000,2021-02-18,A1011949,Attending
MSE21,B944003,2021-02-18,A1011952,Attending
MSE21,B944016,2021-02-18,A1011965,Attending
MSE21,B944024,2021-02-18,A1011973,Attending
MSE21,B944024,2021-02-18,A1011974,Attending
MSE21,B944040,2021-02-18,A1011990,Attending
MSE21,B944045,2021-02-18,A1011995,Attending
MSE21,B944047,2021-02-18,A1011997,Attending
MSE21,B944048,2021-02-18,A1011998,Attending
MSE21,B944050,2021-02-18,A1012000,Attending
MSE21,B944079,2021-02-18,A1012029,Attending
MSE21,B944080,2021-02-18,A1012030,Attending
MSE21,B944094,2021-02-18,A1012044,Attending
MSE21,B944099,2021-02-18,A1012049,Attending
MSE21,B944103,2021-02-18,A1012053,Attending
MSE21,B944109,2021-02-18,A1012059,Attending
MSE21,B944138,2021-02-18,A1012088,Attending
MSE21,B944149,2021-02-18,A1012099,Attending
MSE21,B944151,2021-02-18,A1012101,Attending
MSE21,B944154,2021-02-18,A1012104,Attending
MSE21,B944157,2021-02-18,A1012107,Attending
MSE21,B944158,2021-02-18,A1012108,Attending
MSE21,B944173,2021-02-18,A1012123,Attending
MSE21,B944174,2021-02-18,A1012124,Attending
MSE21,B944178,2021-02-18,A1012128,Attending
MSE21,B944191,2021-02-18,A1012141,Attending
MSE21,B944194,2021-02-18,A1012144,Attending
MSE21,B944196,2021-02-18,A1012146,Attending
MSE21,B944199,2021-02-18,A1012149,Attending
MSE21,B944205,2021-02-18,A1012155,Attending
MSE21,B944216,2021-02-18,A1012166,Attending
MSE21,B944220,2021-02-18,A1012170,Attending
MSE21,B944230,2021-02-18,A1012180,Attending
MSE21,B944234,2021-02-18,A1012184,Attending
MSE21,B944237,2021-02-18,A1012187,Attending
MSE21,B944259,2021-02-18,A1012209,Attending
MSE21,B944261,2021-02-18,A1012211,Attending
MSE21,B944268,2021-02-18,A1012218,Attending
MSE21,B944284,2021-02-18,A1012234,Attending
MSE21,B944289,2021-02-18,A1012239,Attending
MSE21,B944297,2021-02-18,A1012247,Attending
MSE21,B944311,2021-02-18,A1012261,Attending
MSE21,B944338,2021-02-18,A1012288,Attending
MSE21,B944344,2021-02-18,A1012294,Attending
MSE21,B944353,2021-02-18,A1012303,Attending
MSE21,B944362,2021-02-18,A1012312,Attending
MSE21,B944397,2021-02-19,A1012347,Attending
MSE21,B944442,2021-02-19,A1012392,Attending
MSE21,B944444,2021-02-19,A1012394,Attending
MSE21,B944448,2021-02-19,A1012398,Attending
MSE21,B944452,2021-02-19,A1012402,Attending
MSE21,B944458,2021-02-19,A1012408,Attending
MSE21,B944459,2021-02-19,A1012409,Attending
MSE21,B944465,2021-02-19,A1012415,Attending
MSE21,B944477,2021-02-19,A1012427,Attending
MSE21,B944481,2021-02-19,A1012431,Attending
MSE21,B944501,2021-02-19,A1012451,Attending
MSE21,B944513,2021-02-19,A1012463,Attending
MSE21,B944513,2021-02-19,A1012464,Attending
MSE21,B944513,2021-02-19,A1012465,Attending
MSE21,B944521,2021-02-19,A1012473,Attending
MSE21,B944521,2021-02-19,A1012474,Attending
MSE21,B944539,2021-02-19,A1012492,Attending
MSE21,B944543,2021-02-19,A1012496,Attending
MSE21,B944544,2021-02-19,A1012497,Attending
MSE21,B944551,2021-02-19,A1012504,Attending
MSE21,B944566,2021-02-19,A1012519,Attending
MSE21,B944567,2021-02-19,A1012520,Attending
MSE21,B944571,2021-02-19,A1012524,Attending
MSE21,B944576,2021-02-19,A1012529,Attending
MSE21,B944578,2021-02-19,A1012531,Attending
MSE21,B944580,2021-02-19,A1012533,Attending
MSE21,B944602,2021-02-19,A1012555,Attending
MSE21,B944618,2021-02-19,A1012571,Attending
MSE21,B944619,2021-02-19,A1012572,Attending
MSE21,B944635,2021-02-19,A1012588,Attending
MSE21,B944641,2021-02-19,A1012594,Attending
MSE21,B944682,2021-02-19,A1012635,Attending
MSE21,B944741,2021-02-19,A1012694,Attending
MSE21,B944748,2021-02-19,A1012701,Attending
MSE21,B944761,2021-02-19,A1012714,Attending
MSE21,B944775,2021-02-19,A1012728,Attending
MSE21,B944776,2021-02-19,A1012729,Attending
MSE21,B944782,2021-02-19,A1012735,Attending
MSE21,B944785,2021-02-19,A1012738,Attending
MSE21,B944812,2021-02-19,A1012766,Attending
MSE21,B944830,2021-02-19,A1012784,Attending
MSE21,B944865,2021-02-19,A1012819,Attending
MSE21,B944905,2021-02-19,A1012859,Attending
MSE21,B944954,2021-02-19,A1012908,Attending
MSE21,B944968,2021-02-19,A1012922,Attending
MSE21,B945007,2021-02-19,A1012961,Attending
MSE21,B945007,2021-02-19,A1012962,Attending
MSE21,B945070,2021-02-19,A1013025,Attending
MSE21,B945082,2021-02-19,A1013037,Attending
MSE21,B945083,2021-02-19,A1013038,Attending
MSE21,B945119,2021-02-19,A1013074,Attending
MSE21,B945223,2021-02-20,A1013178,Attending
MSE21,B945274,2021-02-20,A1013229,Attending
MSE21,B945301,2021-02-20,A1013256,Attending
MSE21,B945376,2021-02-20,A1013331,Attending
MSE21,B945400,2021-02-21,A1013355,Attending
MSE21,B945410,2021-02-21,A1013365,Attending
MSE21,B945432,2021-02-21,A1013387,Attending
MSE21,B945446,2021-02-21,A1013401,Attending
MSE21,B945496,2021-02-21,A1013451,Attending
MSE21,B945520,2021-02-21,A1013475,Attending
MSE21,B945520,2021-02-21,A1013476,Attending
MSE21,B945545,2021-02-21,A1013501,Attending
MSE21,B945565,2021-02-21,A1013521,Attending
MSE21,B945572,2021-02-21,A1013528,Attending
MSE21,B945615,2021-02-22,A1013571,Attending
MSE21,B945615,2021-02-22,A1013572,Attending
MSE21,B945625,2021-02-22,A1013582,Attending
MSE21,B945626,2021-02-22,A1013583,Attending
MSE21,B945630,2021-02-22,A1013587,Attending
MSE21,B945631,2021-02-22,A1013588,Attending
MSE21,B945634,2021-02-22,A1013591,Attending
MSE21,B945635,2021-02-22,A1013592,Attending
MSE21,B945637,2021-02-22,A1013594,Attending
